player_id,install_date,channel,campaign_id,country,platform
126,2026-01-01,paid_social,3.0,BR,Android
127,2026-01-01,paid_social,3.0,GB,Android
128,2026-01-01,paid_social,3.0,GB,iOS
129,2026-01-01,paid_social,3.0,AU,iOS
130,2026-01-01,paid_social,3.0,DE,Android
131,2026-01-01,paid_social,3.0,MX,iOS
132,2026-01-01,paid_social,3.0,US,Android
133,2026-01-01,paid_social,3.0,BR,Android
134,2026-01-01,paid_social,3.0,DE,Android
135,2026-01-01,paid_social,3.0,GB,iOS
136,2026-01-01,paid_social,3.0,US,Android
137,2026-01-01,paid_social,3.0,US,Android
138,2026-01-01,paid_social,3.0,CA,iOS
139,2026-01-01,paid_social,3.0,MX,iOS
140,2026-01-01,paid_social,3.0,CA,iOS
141,2026-01-01,paid_search,4.0,CA,iOS
142,2026-01-01,paid_search,4.0,US,Android
143,2026-01-01,paid_search,4.0,GB,iOS
144,2026-01-01,paid_search,4.0,US,iOS
145,2026-01-01,paid_search,4.0,AU,iOS
146,2026-01-01,paid_search,4.0,MX,Android
147,2026-01-01,paid_search,4.0,MX,Android
148,2026-01-01,paid_search,4.0,CA,iOS
149,2026-01-01,paid_search,4.0,GB,iOS
150,2026-01-01,paid_search,4.0,US,Android
151,2026-01-01,paid_search,4.0,US,iOS
152,2026-01-01,paid_search,4.0,CA,Android
153,2026-01-01,paid_search,4.0,GB,iOS
154,2026-01-01,paid_search,4.0,DE,iOS
155,2026-01-01,paid_search,4.0,US,Android
156,2026-01-01,paid_search,4.0,AU,Android
157,2026-01-01,paid_search,4.0,GB,Android
158,2026-01-01,paid_search,5.0,US,iOS
159,2026-01-01,paid_search,5.0,DE,iOS
160,2026-01-01,paid_search,5.0,US,iOS
161,2026-01-01,paid_search,5.0,GB,iOS
162,2026-01-01,paid_search,5.0,AU,Android
163,2026-01-01,paid_search,5.0,GB,iOS
164,2026-01-01,paid_search,5.0,AU,iOS
165,2026-01-01,paid_search,5.0,GB,iOS
166,2026-01-01,paid_search,5.0,GB,iOS
167,2026-01-01,paid_search,5.0,AU,Android
168,2026-01-01,paid_search,5.0,IN,Android
169,2026-01-01,paid_search,5.0,GB,Android
170,2026-01-01,paid_search,5.0,GB,iOS
171,2026-01-01,paid_search,5.0,BR,Android
172,2026-01-01,paid_search,5.0,MX,Android
173,2026-01-01,paid_search,5.0,MX,iOS
174,2026-01-01,paid_search,5.0,US,iOS
175,2026-01-01,paid_search,6.0,GB,Android
176,2026-01-01,paid_search,6.0,GB,iOS
177,2026-01-01,paid_search,6.0,IN,iOS
178,2026-01-01,paid_search,6.0,IN,iOS
179,2026-01-01,paid_search,6.0,US,Android
180,2026-01-01,paid_search,6.0,IN,iOS
181,2026-01-01,paid_search,6.0,US,Android
182,2026-01-01,paid_search,6.0,US,iOS
183,2026-01-01,paid_search,6.0,US,iOS
184,2026-01-01,paid_search,6.0,BR,iOS
185,2026-01-01,paid_search,6.0,MX,iOS
186,2026-01-01,paid_search,6.0,US,Android
187,2026-01-01,paid_search,6.0,US,iOS
188,2026-01-01,paid_search,6.0,US,iOS
189,2026-01-01,paid_search,6.0,US,iOS
190,2026-01-01,paid_search,6.0,MX,iOS
191,2026-01-01,paid_search,6.0,US,Android
192,2026-01-01,cross_promo,7.0,US,iOS
193,2026-01-01,cross_promo,7.0,IN,Android
194,2026-01-01,cross_promo,7.0,DE,iOS
195,2026-01-01,cross_promo,7.0,US,Android
196,2026-01-01,cross_promo,7.0,IN,Android
197,2026-01-01,cross_promo,7.0,IN,iOS
198,2026-01-01,cross_promo,7.0,US,Android
199,2026-01-01,cross_promo,7.0,IN,Android
200,2026-01-01,cross_promo,8.0,IN,iOS
201,2026-01-01,cross_promo,8.0,US,Android
202,2026-01-01,cross_promo,8.0,CA,Android
203,2026-01-01,cross_promo,8.0,MX,Android
204,2026-01-01,cross_promo,8.0,GB,iOS
205,2026-01-01,cross_promo,8.0,MX,iOS
206,2026-01-01,cross_promo,8.0,BR,iOS
207,2026-01-01,cross_promo,8.0,CA,iOS
208,2026-01-01,cross_promo,9.0,BR,Android
209,2026-01-01,cross_promo,9.0,US,Android
210,2026-01-01,cross_promo,9.0,DE,iOS
211,2026-01-01,cross_promo,9.0,BR,Android
212,2026-01-01,cross_promo,9.0,MX,iOS
213,2026-01-01,cross_promo,9.0,CA,iOS
214,2026-01-01,cross_promo,9.0,DE,Android
215,2026-01-01,cross_promo,9.0,CA,iOS
216,2026-01-01,organic,,GB,Android
217,2026-01-01,organic,,CA,iOS
218,2026-01-01,organic,,US,iOS
219,2026-01-01,organic,,MX,iOS
220,2026-01-01,organic,,BR,Android
221,2026-01-01,organic,,MX,iOS
222,2026-01-01,organic,,MX,Android
223,2026-01-01,organic,,AU,Android
224,2026-01-01,organic,,IN,iOS
225,2026-01-01,organic,,DE,iOS
226,2026-01-01,organic,,US,Android
227,2026-01-01,organic,,CA,Android
228,2026-01-01,organic,,US,Android
229,2026-01-01,organic,,MX,Android
230,2026-01-01,organic,,MX,iOS
231,2026-01-01,organic,,US,iOS
232,2026-01-01,organic,,GB,iOS
233,2026-01-01,organic,,US,iOS
234,2026-01-01,organic,,MX,iOS
235,2026-01-01,organic,,DE,iOS
236,2026-01-01,organic,,IN,Android
237,2026-01-01,organic,,GB,iOS
238,2026-01-01,organic,,US,iOS
239,2026-01-01,organic,,US,iOS
240,2026-01-01,organic,,US,Android
241,2026-01-01,organic,,US,iOS
242,2026-01-01,organic,,BR,iOS
243,2026-01-01,organic,,US,iOS
244,2026-01-01,organic,,BR,Android
245,2026-01-01,organic,,IN,Android
246,2026-01-01,organic,,US,Android
247,2026-01-01,organic,,US,iOS
248,2026-01-01,organic,,IN,Android
249,2026-01-01,organic,,US,iOS
250,2026-01-01,organic,,US,iOS
251,2026-01-01,organic,,MX,Android
252,2026-01-01,organic,,AU,Android
253,2026-01-01,organic,,MX,iOS
254,2026-01-01,organic,,MX,iOS
255,2026-01-01,organic,,US,iOS
256,2026-01-01,organic,,DE,Android
257,2026-01-01,organic,,IN,iOS
258,2026-01-01,organic,,DE,Android
259,2026-01-01,organic,,IN,Android
260,2026-01-01,organic,,CA,Android
261,2026-01-01,organic,,US,Android
262,2026-01-01,organic,,GB,Android
263,2026-01-01,organic,,US,Android
264,2026-01-01,organic,,BR,Android
265,2026-01-01,organic,,DE,Android
266,2026-01-01,organic,,US,iOS
267,2026-01-01,organic,,AU,Android
268,2026-01-01,organic,,IN,iOS
269,2026-01-01,organic,,US,iOS
270,2026-01-01,organic,,CA,iOS
271,2026-01-01,organic,,DE,iOS
272,2026-01-01,organic,,BR,iOS
273,2026-01-01,organic,,US,iOS
274,2026-01-01,organic,,MX,iOS
275,2026-01-01,organic,,US,Android
276,2026-01-01,organic,,US,Android
277,2026-01-01,organic,,US,Android
278,2026-01-01,organic,,US,iOS
279,2026-01-01,organic,,IN,Android
280,2026-01-01,organic,,MX,Android
281,2026-01-01,organic,,MX,Android
282,2026-01-01,organic,,AU,iOS
283,2026-01-01,organic,,BR,iOS
284,2026-01-01,organic,,US,iOS
285,2026-01-02,paid_social,1.0,US,iOS
286,2026-01-02,paid_social,1.0,DE,Android
287,2026-01-02,paid_social,1.0,MX,Android
288,2026-01-02,paid_social,1.0,MX,Android
289,2026-01-02,paid_social,1.0,IN,Android
290,2026-01-02,paid_social,1.0,US,iOS
291,2026-01-02,paid_social,1.0,IN,iOS
292,2026-01-02,paid_social,1.0,IN,iOS
293,2026-01-02,paid_social,1.0,US,Android
294,2026-01-02,paid_social,1.0,GB,iOS
295,2026-01-02,paid_social,1.0,US,iOS
296,2026-01-02,paid_social,1.0,US,Android
297,2026-01-02,paid_social,1.0,US,iOS
298,2026-01-02,paid_social,1.0,DE,Android
299,2026-01-02,paid_social,1.0,US,iOS
300,2026-01-02,paid_social,1.0,US,iOS
301,2026-01-02,paid_social,1.0,US,iOS
302,2026-01-02,paid_social,1.0,US,iOS
303,2026-01-02,paid_social,1.0,CA,Android
304,2026-01-02,paid_social,1.0,GB,iOS
305,2026-01-02,paid_social,1.0,US,iOS
306,2026-01-02,paid_social,1.0,US,iOS
307,2026-01-02,paid_social,1.0,BR,Android
308,2026-01-02,paid_social,1.0,US,iOS
309,2026-01-02,paid_social,1.0,US,iOS
310,2026-01-02,paid_social,1.0,GB,Android
311,2026-01-02,paid_social,1.0,US,iOS
312,2026-01-02,paid_social,1.0,IN,Android
313,2026-01-02,paid_social,1.0,CA,Android
314,2026-01-02,paid_social,1.0,US,iOS
315,2026-01-02,paid_social,1.0,AU,Android
316,2026-01-02,paid_social,1.0,MX,Android
317,2026-01-02,paid_social,1.0,AU,Android
318,2026-01-02,paid_social,1.0,IN,iOS
319,2026-01-02,paid_social,1.0,DE,iOS
320,2026-01-02,paid_social,1.0,GB,iOS
321,2026-01-02,paid_social,1.0,US,Android
322,2026-01-02,paid_social,1.0,IN,Android
323,2026-01-02,paid_social,1.0,US,iOS
324,2026-01-02,paid_social,1.0,US,Android
325,2026-01-02,paid_social,1.0,BR,Android
326,2026-01-02,paid_social,1.0,MX,iOS
327,2026-01-02,paid_social,1.0,IN,iOS
328,2026-01-02,paid_social,1.0,AU,iOS
329,2026-01-02,paid_social,1.0,AU,iOS
330,2026-01-02,paid_social,1.0,US,iOS
331,2026-01-02,paid_social,1.0,IN,iOS
332,2026-01-02,paid_social,1.0,GB,iOS
333,2026-01-02,paid_social,1.0,US,Android
334,2026-01-02,paid_social,1.0,MX,iOS
335,2026-01-02,paid_social,2.0,BR,Android
336,2026-01-02,paid_social,2.0,US,iOS
337,2026-01-02,paid_social,2.0,IN,iOS
338,2026-01-02,paid_social,2.0,MX,iOS
339,2026-01-02,paid_social,2.0,IN,Android
340,2026-01-02,paid_social,2.0,US,Android
341,2026-01-02,paid_social,2.0,US,iOS
342,2026-01-02,paid_social,2.0,US,iOS
343,2026-01-02,paid_social,2.0,DE,iOS
344,2026-01-02,paid_social,2.0,BR,iOS
345,2026-01-02,paid_social,2.0,BR,iOS
346,2026-01-02,paid_social,2.0,US,iOS
347,2026-01-02,paid_social,2.0,GB,iOS
348,2026-01-02,paid_social,2.0,GB,Android
349,2026-01-02,paid_social,2.0,AU,Android
350,2026-01-02,paid_social,2.0,GB,Android
351,2026-01-02,paid_social,2.0,CA,Android
352,2026-01-02,paid_social,2.0,MX,Android
353,2026-01-02,paid_social,2.0,GB,iOS
354,2026-01-02,paid_social,2.0,MX,Android
355,2026-01-02,paid_social,2.0,IN,iOS
356,2026-01-02,paid_social,2.0,GB,Android
357,2026-01-02,paid_social,2.0,US,Android
358,2026-01-02,paid_social,2.0,AU,iOS
359,2026-01-02,paid_social,2.0,GB,iOS
360,2026-01-02,paid_social,2.0,IN,Android
361,2026-01-02,paid_social,2.0,US,iOS
362,2026-01-02,paid_social,2.0,IN,iOS
363,2026-01-02,paid_social,2.0,AU,Android
364,2026-01-02,paid_social,2.0,AU,iOS
365,2026-01-02,paid_social,2.0,MX,Android
366,2026-01-02,paid_social,2.0,AU,iOS
367,2026-01-02,paid_social,2.0,AU,iOS
368,2026-01-02,paid_social,2.0,US,iOS
369,2026-01-02,paid_social,2.0,US,iOS
370,2026-01-02,paid_social,2.0,US,Android
371,2026-01-02,paid_social,2.0,AU,Android
372,2026-01-02,paid_social,2.0,BR,iOS
373,2026-01-02,paid_social,2.0,GB,iOS
374,2026-01-02,paid_social,2.0,GB,iOS
375,2026-01-02,paid_social,2.0,US,iOS
376,2026-01-02,paid_social,2.0,GB,Android
377,2026-01-02,paid_social,2.0,US,Android
378,2026-01-02,paid_social,2.0,US,iOS
379,2026-01-02,paid_social,2.0,CA,iOS
380,2026-01-02,paid_social,2.0,GB,Android
381,2026-01-02,paid_social,2.0,BR,iOS
382,2026-01-02,paid_social,2.0,IN,Android
383,2026-01-02,paid_social,2.0,AU,iOS
384,2026-01-02,paid_social,2.0,BR,iOS
385,2026-01-02,paid_social,2.0,AU,iOS
386,2026-01-02,paid_social,3.0,MX,Android
387,2026-01-02,paid_social,3.0,MX,iOS
388,2026-01-02,paid_social,3.0,DE,Android
389,2026-01-02,paid_social,3.0,CA,Android
390,2026-01-02,paid_social,3.0,AU,iOS
391,2026-01-02,paid_social,3.0,DE,iOS
392,2026-01-02,paid_social,3.0,CA,iOS
393,2026-01-02,paid_social,3.0,US,Android
394,2026-01-02,paid_social,3.0,DE,iOS
395,2026-01-02,paid_social,3.0,US,iOS
396,2026-01-02,paid_social,3.0,DE,iOS
397,2026-01-02,paid_social,3.0,US,iOS
398,2026-01-02,paid_social,3.0,CA,iOS
399,2026-01-02,paid_social,3.0,MX,iOS
400,2026-01-02,paid_social,3.0,DE,iOS
401,2026-01-02,paid_social,3.0,DE,iOS
402,2026-01-02,paid_social,3.0,US,iOS
403,2026-01-02,paid_social,3.0,AU,Android
404,2026-01-02,paid_social,3.0,IN,iOS
405,2026-01-02,paid_social,3.0,US,iOS
406,2026-01-02,paid_social,3.0,US,Android
407,2026-01-02,paid_social,3.0,GB,iOS
408,2026-01-02,paid_social,3.0,US,Android
409,2026-01-02,paid_social,3.0,US,iOS
410,2026-01-02,paid_social,3.0,IN,Android
411,2026-01-02,paid_social,3.0,US,iOS
412,2026-01-02,paid_social,3.0,MX,iOS
413,2026-01-02,paid_social,3.0,IN,iOS
414,2026-01-02,paid_social,3.0,DE,iOS
415,2026-01-02,paid_social,3.0,US,Android
416,2026-01-02,paid_social,3.0,US,Android
417,2026-01-02,paid_social,3.0,IN,iOS
418,2026-01-02,paid_social,3.0,AU,iOS
419,2026-01-02,paid_social,3.0,MX,iOS
420,2026-01-02,paid_social,3.0,US,iOS
421,2026-01-02,paid_social,3.0,IN,Android
422,2026-01-02,paid_social,3.0,GB,iOS
423,2026-01-02,paid_social,3.0,DE,iOS
424,2026-01-02,paid_social,3.0,US,Android
425,2026-01-02,paid_social,3.0,GB,iOS
426,2026-01-02,paid_social,3.0,US,iOS
427,2026-01-02,paid_social,3.0,US,iOS
428,2026-01-02,paid_social,3.0,MX,iOS
429,2026-01-02,paid_social,3.0,US,iOS
430,2026-01-02,paid_social,3.0,MX,Android
431,2026-01-02,paid_social,3.0,IN,Android
432,2026-01-02,paid_social,3.0,IN,Android
433,2026-01-02,paid_social,3.0,GB,iOS
434,2026-01-02,paid_social,3.0,IN,Android
435,2026-01-02,paid_social,3.0,MX,iOS
436,2026-01-02,paid_social,3.0,BR,iOS
437,2026-01-02,paid_search,4.0,MX,iOS
438,2026-01-02,paid_search,4.0,US,Android
439,2026-01-02,paid_search,4.0,MX,Android
440,2026-01-02,paid_search,4.0,US,iOS
441,2026-01-02,paid_search,4.0,US,Android
442,2026-01-02,paid_search,4.0,BR,iOS
443,2026-01-02,paid_search,4.0,IN,Android
444,2026-01-02,paid_search,4.0,US,Android
445,2026-01-02,paid_search,4.0,US,iOS
446,2026-01-02,paid_search,4.0,US,iOS
447,2026-01-02,paid_search,4.0,AU,iOS
448,2026-01-02,paid_search,4.0,AU,iOS
449,2026-01-02,paid_search,4.0,IN,iOS
450,2026-01-02,paid_search,4.0,US,iOS
451,2026-01-02,paid_search,4.0,AU,Android
452,2026-01-02,paid_search,4.0,IN,Android
453,2026-01-02,paid_search,4.0,IN,iOS
454,2026-01-02,paid_search,4.0,US,iOS
455,2026-01-02,paid_search,4.0,BR,iOS
456,2026-01-02,paid_search,4.0,DE,iOS
457,2026-01-02,paid_search,4.0,GB,iOS
458,2026-01-02,paid_search,5.0,GB,Android
459,2026-01-02,paid_search,5.0,US,Android
460,2026-01-02,paid_search,5.0,US,iOS
461,2026-01-02,paid_search,5.0,GB,iOS
462,2026-01-02,paid_search,5.0,US,Android
463,2026-01-02,paid_search,5.0,BR,Android
464,2026-01-02,paid_search,5.0,US,iOS
465,2026-01-02,paid_search,5.0,US,Android
466,2026-01-02,paid_search,5.0,US,Android
467,2026-01-02,paid_search,5.0,GB,Android
468,2026-01-02,paid_search,5.0,US,iOS
469,2026-01-02,paid_search,5.0,CA,Android
470,2026-01-02,paid_search,5.0,IN,iOS
471,2026-01-02,paid_search,5.0,US,Android
472,2026-01-02,paid_search,5.0,GB,iOS
473,2026-01-02,paid_search,5.0,MX,Android
474,2026-01-02,paid_search,5.0,GB,iOS
475,2026-01-02,paid_search,5.0,MX,iOS
476,2026-01-02,paid_search,5.0,MX,Android
477,2026-01-02,paid_search,5.0,IN,Android
478,2026-01-02,paid_search,5.0,IN,iOS
479,2026-01-02,paid_search,6.0,AU,iOS
480,2026-01-02,paid_search,6.0,AU,Android
481,2026-01-02,paid_search,6.0,CA,Android
482,2026-01-02,paid_search,6.0,CA,Android
483,2026-01-02,paid_search,6.0,IN,iOS
484,2026-01-02,paid_search,6.0,IN,iOS
485,2026-01-02,paid_search,6.0,US,iOS
486,2026-01-02,paid_search,6.0,US,iOS
487,2026-01-02,paid_search,6.0,US,iOS
488,2026-01-02,paid_search,6.0,IN,iOS
489,2026-01-02,paid_search,6.0,BR,iOS
490,2026-01-02,paid_search,6.0,IN,iOS
491,2026-01-02,paid_search,6.0,BR,Android
492,2026-01-02,paid_search,6.0,IN,iOS
493,2026-01-02,paid_search,6.0,IN,iOS
494,2026-01-02,paid_search,6.0,IN,Android
495,2026-01-02,paid_search,6.0,US,iOS
496,2026-01-02,paid_search,6.0,IN,Android
497,2026-01-02,paid_search,6.0,MX,iOS
498,2026-01-02,paid_search,6.0,BR,iOS
499,2026-01-02,paid_search,6.0,US,Android
500,2026-01-02,cross_promo,7.0,BR,iOS
501,2026-01-02,cross_promo,7.0,CA,Android
502,2026-01-02,cross_promo,7.0,US,iOS
503,2026-01-02,cross_promo,7.0,DE,Android
504,2026-01-02,cross_promo,7.0,US,Android
505,2026-01-02,cross_promo,7.0,GB,iOS
506,2026-01-02,cross_promo,7.0,US,iOS
507,2026-01-02,cross_promo,7.0,AU,iOS
508,2026-01-02,cross_promo,8.0,CA,Android
509,2026-01-02,cross_promo,8.0,BR,Android
510,2026-01-02,cross_promo,8.0,GB,Android
511,2026-01-02,cross_promo,8.0,US,iOS
512,2026-01-02,cross_promo,8.0,MX,iOS
513,2026-01-02,cross_promo,8.0,US,iOS
514,2026-01-02,cross_promo,8.0,US,iOS
515,2026-01-02,cross_promo,8.0,BR,iOS
516,2026-01-02,cross_promo,9.0,US,iOS
517,2026-01-02,cross_promo,9.0,MX,iOS
518,2026-01-02,cross_promo,9.0,GB,Android
519,2026-01-02,cross_promo,9.0,MX,iOS
520,2026-01-02,cross_promo,9.0,BR,iOS
521,2026-01-02,cross_promo,9.0,GB,Android
522,2026-01-02,cross_promo,9.0,US,iOS
523,2026-01-02,cross_promo,9.0,US,iOS
524,2026-01-02,cross_promo,9.0,BR,Android
525,2026-01-02,organic,,US,Android
526,2026-01-02,organic,,BR,Android
527,2026-01-02,organic,,IN,iOS
528,2026-01-02,organic,,IN,Android
529,2026-01-02,organic,,GB,iOS
530,2026-01-02,organic,,US,Android
531,2026-01-02,organic,,DE,iOS
532,2026-01-02,organic,,CA,Android
533,2026-01-02,organic,,US,iOS
534,2026-01-02,organic,,US,iOS
535,2026-01-02,organic,,GB,Android
536,2026-01-02,organic,,US,iOS
537,2026-01-02,organic,,MX,iOS
538,2026-01-02,organic,,US,iOS
539,2026-01-02,organic,,US,iOS
540,2026-01-02,organic,,DE,Android
541,2026-01-02,organic,,DE,Android
542,2026-01-02,organic,,DE,iOS
543,2026-01-02,organic,,DE,Android
544,2026-01-02,organic,,US,iOS
545,2026-01-02,organic,,US,Android
546,2026-01-02,organic,,US,iOS
547,2026-01-02,organic,,IN,Android
548,2026-01-02,organic,,BR,Android
549,2026-01-02,organic,,GB,iOS
550,2026-01-02,organic,,AU,Android
551,2026-01-02,organic,,MX,iOS
552,2026-01-02,organic,,IN,iOS
553,2026-01-02,organic,,US,Android
554,2026-01-02,organic,,US,iOS
555,2026-01-02,organic,,MX,Android
556,2026-01-02,organic,,CA,Android
557,2026-01-02,organic,,MX,Android
558,2026-01-02,organic,,US,iOS
559,2026-01-02,organic,,US,iOS
560,2026-01-02,organic,,IN,Android
561,2026-01-02,organic,,US,iOS
562,2026-01-02,organic,,US,Android
563,2026-01-02,organic,,IN,iOS
564,2026-01-02,organic,,DE,Android
565,2026-01-02,organic,,BR,iOS
566,2026-01-02,organic,,IN,Android
567,2026-01-02,organic,,MX,iOS
568,2026-01-02,organic,,US,iOS
569,2026-01-02,organic,,GB,iOS
570,2026-01-02,organic,,BR,Android
571,2026-01-02,organic,,IN,Android
572,2026-01-02,organic,,US,iOS
573,2026-01-02,organic,,GB,Android
574,2026-01-02,organic,,DE,Android
575,2026-01-02,organic,,DE,Android
576,2026-01-02,organic,,MX,Android
577,2026-01-02,organic,,BR,Android
578,2026-01-02,organic,,IN,Android
579,2026-01-02,organic,,US,iOS
580,2026-01-02,organic,,MX,iOS
581,2026-01-02,organic,,US,iOS
582,2026-01-03,paid_social,1.0,US,Android
583,2026-01-03,paid_social,1.0,US,Android
584,2026-01-03,paid_social,1.0,MX,Android
585,2026-01-03,paid_social,1.0,GB,Android
586,2026-01-03,paid_social,1.0,BR,Android
587,2026-01-03,paid_social,1.0,US,iOS
588,2026-01-03,paid_social,1.0,BR,Android
589,2026-01-03,paid_social,1.0,US,Android
590,2026-01-03,paid_social,1.0,AU,iOS
591,2026-01-03,paid_social,1.0,BR,iOS
592,2026-01-03,paid_social,1.0,US,iOS
593,2026-01-03,paid_social,1.0,US,Android
594,2026-01-03,paid_social,1.0,DE,iOS
595,2026-01-03,paid_social,1.0,GB,iOS
596,2026-01-03,paid_social,1.0,IN,Android
597,2026-01-03,paid_social,1.0,US,iOS
598,2026-01-03,paid_social,1.0,US,iOS
599,2026-01-03,paid_social,1.0,IN,Android
